Date,Timestamp,Class,Lab,Anki,Volunteering,Research,Other,Self-Study,Dow,Month,Year,Day,Sum,Term,yearLabel,MS2Block,MS3Rotation,MS4Rotation
2021-09-15,9/15/2021 21:32:49,260.0,0.0,80.0,0.0,48.0,0.0,222.0,2,9,2021,15,610.0,Fall,MS2,HHD1,,
2021-09-16,9/16/2021 21:36:36,210.0,0.0,91.0,0.0,72.0,0.0,101.0,3,9,2021,16,474.0,Fall,MS2,HHD1,,
2021-09-17,9/18/2021 14:15:48,180.0,0.0,77.0,0.0,0.0,158.0,20.0,4,9,2021,17,435.0,Fall,MS2,HHD1,,
2021-09-18,9/18/2021 14:16:31,0.0,0.0,88.0,0.0,0.0,15.0,83.0,5,9,2021,18,186.0,Fall,MS2,HHD1,,
2021-09-19,9/19/2021 21:32:55,0.0,0.0,71.0,0.0,20.0,35.0,10.0,6,9,2021,19,136.0,Fall,MS2,HHD1,,
2021-09-20,9/20/2021 21:45:01,155.0,0.0,82.0,10.0,134.0,90.0,156.0,0,9,2021,20,627.0,Fall,MS2,HHD1,,
2021-09-21,9/21/2021 21:50:23,345.0,0.0,84.0,0.0,99.0,0.0,185.0,1,9,2021,21,713.0,Fall,MS2,HHD1,,
2021-09-22,9/22/2021 21:30:56,175.0,0.0,84.0,0.0,95.0,0.0,209.0,2,9,2021,22,563.0,Fall,MS2,HHD1,,
2021-09-23,9/23/2021 22:18:11,184.0,0.0,70.0,255.0,0.0,30.0,119.0,3,9,2021,23,658.0,Fall,MS2,HHD1,,
2021-09-24,9/24/2021 18:28:40,120.0,0.0,67.0,230.0,15.0,90.0,72.0,4,9,2021,24,594.0,Fall,MS2,HHD1,,
2021-09-25,9/25/2021 15:03:41,0.0,0.0,71.0,24.0,20.0,0.0,125.0,5,9,2021,25,240.0,Fall,MS2,HHD1,,
2021-09-26,9/26/2021 22:13:17,0.0,0.0,66.0,0.0,201.0,0.0,79.0,6,9,2021,26,346.0,Fall,MS2,HHD1,,
2021-09-27,9/27/2021 21:39:44,0.0,150.0,63.0,23.0,0.0,44.0,334.0,0,9,2021,27,614.0,Fall,MS2,HHD1,,
2021-09-28,9/28/2021 21:03:46,0.0,0.0,75.0,0.0,93.0,0.0,444.0,1,9,2021,28,612.0,Fall,MS2,HHD1,,
2021-09-29,9/29/2021 21:19:16,30.0,0.0,89.0,0.0,91.0,20.0,327.0,2,9,2021,29,557.0,Fall,MS2,HHD1,,
2021-09-30,9/30/2021 10:03:05,95.0,0.0,61.0,0.0,0.0,0.0,30.0,3,9,2021,30,186.0,Fall,MS2,HHD1,,
2021-10-01,10/3/2021 13:06:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,2021,1,0.0,Fall,MS2,HHD2,,
2021-10-02,10/3/2021 13:07:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,2021,2,0.0,Fall,MS2,HHD2,,
2021-10-03,10/4/2021 7:18:06,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6,10,2021,3,60.0,Fall,MS2,HHD2,,
2021-10-04,10/4/2021 21:10:09,236.0,0.0,90.0,0.0,144.0,15.0,94.0,0,10,2021,4,579.0,Fall,MS2,HHD2,,
2021-10-05,10/5/2021 22:08:20,277.0,0.0,84.0,60.0,25.0,66.0,130.0,1,10,2021,5,642.0,Fall,MS2,HHD2,,
2021-10-06,10/6/2021 21:57:58,250.0,0.0,107.0,0.0,0.0,15.0,247.0,2,10,2021,6,619.0,Fall,MS2,HHD2,,
2021-10-07,10/7/2021 21:47:55,135.0,0.0,108.0,15.0,41.0,61.0,227.0,3,10,2021,7,587.0,Fall,MS2,HHD2,,
2021-10-08,10/8/2021 18:17:04,18.0,0.0,126.0,0.0,43.0,75.0,198.0,4,10,2021,8,460.0,Fall,MS2,HHD2,,
2021-10-09,10/9/2021 14:28:10,47.0,0.0,110.0,0.0,91.0,0.0,67.0,5,10,2021,9,315.0,Fall,MS2,HHD2,,
2021-10-10,10/10/2021 19:39:42,20.0,0.0,97.0,0.0,54.0,0.0,145.0,6,10,2021,10,316.0,Fall,MS2,HHD2,,
2021-10-11,10/11/2021 21:49:11,88.0,0.0,110.0,0.0,26.0,211.0,199.0,0,10,2021,11,634.0,Fall,MS2,HHD2,,
2021-10-12,10/12/2021 21:59:09,216.0,0.0,97.0,60.0,175.0,22.0,100.0,1,10,2021,12,670.0,Fall,MS2,HHD2,,
2021-10-13,10/13/2021 21:30:39,90.0,0.0,130.0,0.0,177.0,0.0,202.0,2,10,2021,13,599.0,Fall,MS2,HHD2,,
2021-10-14,10/14/2021 21:30:51,135.0,0.0,114.0,0.0,50.0,45.0,285.0,3,10,2021,14,629.0,Fall,MS2,HHD2,,
2021-10-15,10/17/2021 19:49:35,34.0,0.0,120.0,0.0,20.0,105.0,100.0,4,10,2021,15,379.0,Fall,MS2,HHD2,,
2021-10-16,10/17/2021 19:49:56,0.0,0.0,30.0,0.0,0.0,0.0,25.0,5,10,2021,16,55.0,Fall,MS2,HHD2,,
2021-10-17,10/17/2021 19:50:43,55.0,0.0,97.0,0.0,0.0,0.0,60.0,6,10,2021,17,212.0,Fall,MS2,HHD2,,
2021-10-18,10/18/2021 21:59:29,300.0,0.0,112.0,0.0,42.0,57.0,136.0,0,10,2021,18,647.0,Fall,MS2,HHD2,,
2021-10-19,10/19/2021 21:33:24,265.0,0.0,128.0,0.0,37.0,0.0,302.0,1,10,2021,19,732.0,Fall,MS2,HHD2,,
2021-10-20,10/20/2021 21:40:07,151.0,0.0,120.0,0.0,136.0,0.0,156.0,2,10,2021,20,563.0,Fall,MS2,HHD2,,
2021-10-21,10/21/2021 21:50:06,90.0,60.0,101.0,0.0,25.0,24.0,299.0,3,10,2021,21,599.0,Fall,MS2,HHD2,,
2021-10-22,10/22/2021 16:09:42,80.0,0.0,109.0,0.0,15.0,90.0,126.0,4,10,2021,22,420.0,Fall,MS2,HHD2,,
2021-10-23,10/23/2021 16:34:43,0.0,0.0,108.0,0.0,70.0,0.0,105.0,5,10,2021,23,283.0,Fall,MS2,HHD2,,
2021-10-24,10/24/2021 20:07:30,0.0,0.0,103.0,0.0,25.0,45.0,95.0,6,10,2021,24,268.0,Fall,MS2,HHD2,,
2021-10-25,10/25/2021 21:36:19,80.0,0.0,122.0,0.0,163.0,57.0,184.0,0,10,2021,25,606.0,Fall,MS2,HHD2,,
2021-10-26,10/26/2021 21:51:28,196.0,0.0,113.0,0.0,115.0,130.0,136.0,1,10,2021,26,690.0,Fall,MS2,HHD2,,
2021-10-27,10/27/2021 21:42:01,222.0,0.0,133.0,0.0,35.0,0.0,262.0,2,10,2021,27,652.0,Fall,MS2,HHD2,,
2021-10-28,10/28/2021 21:37:22,100.0,0.0,117.0,210.0,0.0,61.0,203.0,3,10,2021,28,691.0,Fall,MS2,HHD2,,
2021-10-29,10/30/2021 15:20:43,0.0,0.0,40.0,0.0,0.0,90.0,82.0,4,10,2021,29,212.0,Fall,MS2,HHD2,,
2021-10-30,10/30/2021 16:43:29,52.0,0.0,124.0,0.0,101.0,0.0,127.0,5,10,2021,30,404.0,Fall,MS2,HHD2,,
2021-10-31,10/31/2021 20:39:26,103.0,0.0,95.0,0.0,23.0,0.0,115.0,6,10,2021,31,336.0,Fall,MS2,HHD2,,
2021-11-01,11/1/2021 21:51:09,81.0,0.0,88.0,0.0,60.0,285.0,115.0,0,11,2021,1,629.0,Fall,MS2,HHD2,,
2021-11-02,11/2/2021 21:56:25,210.0,92.0,105.0,15.0,0.0,105.0,138.0,1,11,2021,2,665.0,Fall,MS2,HHD2,,
2021-11-03,11/3/2021 21:58:07,139.0,0.0,91.0,0.0,205.0,50.0,91.0,2,11,2021,3,576.0,Fall,MS2,HHD2,,
2021-11-04,11/4/2021 21:43:36,90.0,0.0,85.0,0.0,233.0,87.0,86.0,3,11,2021,4,581.0,Fall,MS2,HHD2,,
2021-11-05,11/7/2021 9:16:25,43.0,0.0,83.0,0.0,0.0,165.0,162.0,4,11,2021,5,453.0,Fall,MS2,HHD2,,
2021-11-06,11/7/2021 9:17:29,0.0,0.0,90.0,0.0,0.0,0.0,80.0,5,11,2021,6,170.0,Fall,MS2,HHD2,,
2021-11-07,11/7/2021 21:28:46,0.0,0.0,90.0,0.0,30.0,0.0,62.0,6,11,2021,7,182.0,Fall,MS2,HHD2,,
2021-11-08,11/8/2021 21:56:29,0.0,0.0,85.0,0.0,173.0,0.0,280.0,0,11,2021,8,538.0,Fall,MS2,HHD2,,
2021-11-09,11/9/2021 21:45:52,0.0,0.0,112.0,0.0,270.0,0.0,279.0,1,11,2021,9,661.0,Fall,MS2,HHD2,,
2021-11-10,11/10/2021 20:04:21,45.0,0.0,85.0,0.0,60.0,0.0,337.0,2,11,2021,10,527.0,Fall,MS2,HHD2,,
2021-11-11,11/10/2021 20:05:57,120.0,0.0,75.0,0.0,0.0,20.0,94.0,3,11,2021,11,309.0,Fall,MS2,HHD2,,
2021-11-12,11/15/2021 8:28:59,0.0,0.0,79.0,0.0,51.0,0.0,136.0,4,11,2021,12,266.0,Fall,MS2,HHD3,,
2021-11-13,11/15/2021 8:29:17,0.0,0.0,80.0,0.0,0.0,0.0,45.0,5,11,2021,13,125.0,Fall,MS2,HHD3,,
2021-11-14,11/15/2021 8:29:36,0.0,0.0,78.0,0.0,0.0,0.0,100.0,6,11,2021,14,178.0,Fall,MS2,HHD3,,
2021-11-15,11/15/2021 21:56:01,25.0,0.0,90.0,0.0,0.0,0.0,458.0,0,11,2021,15,573.0,Fall,MS2,HHD3,,
2021-11-16,11/16/2021 22:05:42,210.0,0.0,74.0,0.0,0.0,0.0,404.0,1,11,2021,16,688.0,Fall,MS2,HHD3,,
2021-11-17,11/17/2021 21:56:45,330.0,0.0,105.0,0.0,140.0,0.0,161.0,2,11,2021,17,736.0,Fall,MS2,HHD3,,
2021-11-18,11/18/2021 22:02:18,0.0,50.0,109.0,0.0,0.0,210.0,353.0,3,11,2021,18,722.0,Fall,MS2,HHD3,,
2021-11-19,11/20/2021 10:00:51,52.0,0.0,86.0,0.0,0.0,50.0,286.0,4,11,2021,19,474.0,Fall,MS2,HHD3,,
2021-11-20,11/20/2021 18:06:01,59.0,0.0,98.0,0.0,0.0,0.0,214.0,5,11,2021,20,371.0,Fall,MS2,HHD3,,
2021-11-21,11/21/2021 21:21:07,35.0,0.0,92.0,0.0,20.0,0.0,254.0,6,11,2021,21,401.0,Fall,MS2,HHD3,,
2021-11-22,11/23/2021 6:59:37,161.0,0.0,76.0,0.0,300.0,0.0,182.0,0,11,2021,22,719.0,Fall,MS2,HHD3,,
2021-11-23,11/24/2021 8:39:35,145.0,0.0,120.0,20.0,0.0,0.0,197.0,1,11,2021,23,482.0,Fall,MS2,HHD3,,
2021-11-24,11/24/2021 15:40:55,0.0,0.0,97.0,0.0,0.0,0.0,134.0,2,11,2021,24,231.0,Fall,MS2,HHD3,,
2021-11-25,11/27/2021 12:57:19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,2021,25,0.0,Fall,MS2,HHD3,,
2021-11-26,11/27/2021 12:57:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,2021,26,0.0,Fall,MS2,HHD3,,
2021-11-27,11/28/2021 22:09:41,0.0,0.0,0.0,0.0,0.0,0.0,147.0,5,11,2021,27,147.0,Fall,MS2,HHD3,,
2021-11-28,11/28/2021 22:11:18,0.0,0.0,28.0,0.0,32.0,0.0,174.0,6,11,2021,28,234.0,Fall,MS2,HHD3,,
2021-11-29,11/29/2021 21:59:28,129.0,0.0,97.0,0.0,55.0,25.0,299.0,0,11,2021,29,605.0,Fall,MS2,HHD3,,
2021-11-30,11/30/2021 21:56:34,266.0,0.0,135.0,0.0,96.0,0.0,139.0,1,11,2021,30,636.0,Fall,MS2,HHD3,,
2021-12-01,12/1/2021 22:04:00,119.0,0.0,125.0,0.0,310.0,20.0,159.0,2,12,2021,1,733.0,Fall,MS2,HHD3,,
2021-12-02,12/2/2021 21:47:20,228.0,0.0,77.0,195.0,30.0,0.0,104.0,3,12,2021,2,634.0,Fall,MS2,HHD3,,
2021-12-03,12/3/2021 17:33:59,20.0,0.0,93.0,0.0,0.0,75.0,174.0,4,12,2021,3,362.0,Fall,MS2,HHD3,,
2021-12-04,12/5/2021 20:42:55,10.0,0.0,83.0,0.0,30.0,0.0,97.0,5,12,2021,4,220.0,Fall,MS2,HHD3,,
2021-12-05,12/5/2021 21:42:55,0.0,0.0,90.0,0.0,20.0,0.0,143.0,6,12,2021,5,253.0,Fall,MS2,HHD3,,
2021-12-06,12/6/2021 21:52:24,0.0,0.0,102.0,0.0,61.0,0.0,403.0,0,12,2021,6,566.0,Fall,MS2,HHD3,,
2021-12-07,12/7/2021 22:06:46,0.0,0.0,116.0,0.0,96.0,0.0,330.0,1,12,2021,7,542.0,Fall,MS2,HHD3,,
2021-12-08,12/8/2021 20:47:37,15.0,0.0,90.0,0.0,71.0,0.0,211.0,2,12,2021,8,387.0,Fall,MS2,HHD3,,
2021-12-09,12/11/2021 17:50:41,60.0,0.0,0.0,0.0,85.0,0.0,60.0,3,12,2021,9,205.0,Fall,MS2,HHD3,,
2021-12-10,12/11/2021 17:50:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,2021,10,0.0,Fall,MS2,Break,,
2021-12-11,12/14/2021 8:11:24,0.0,0.0,24.0,0.0,150.0,0.0,0.0,5,12,2021,11,174.0,Break,MS2,,,
2021-12-12,12/14/2021 8:11:40,0.0,0.0,0.0,0.0,20.0,0.0,133.0,6,12,2021,12,153.0,Break,MS2,,,
2021-12-13,12/14/2021 8:12:18,0.0,0.0,78.0,0.0,55.0,0.0,204.0,0,12,2021,13,337.0,Break,MS2,,,
2021-12-14,12/14/2021 16:12:35,0.0,0.0,100.0,0.0,336.0,0.0,144.0,1,12,2021,14,580.0,Break,MS2,,,
2021-12-15,12/15/2021 21:41:40,0.0,0.0,33.0,0.0,0.0,210.0,162.0,2,12,2021,15,405.0,Break,MS2,,,
2021-12-16,12/16/2021 21:42:10,0.0,0.0,85.0,0.0,121.0,38.0,197.0,3,12,2021,16,441.0,Break,MS2,,,
2021-12-17,12/18/2021 16:30:33,0.0,0.0,20.0,0.0,0.0,310.0,144.0,4,12,2021,17,474.0,Break,MS2,,,
2021-12-18,12/18/2021 16:30:46,0.0,0.0,0.0,0.0,37.0,0.0,0.0,5,12,2021,18,37.0,Break,MS2,,,
2021-12-19,12/20/2021 8:29:32,0.0,0.0,92.0,0.0,60.0,0.0,110.0,6,12,2021,19,262.0,Break,MS2,,,
2021-12-20,12/20/2021 21:43:05,0.0,0.0,93.0,0.0,221.0,0.0,172.0,0,12,2021,20,486.0,Break,MS2,,,
2021-12-21,12/22/2021 15:16:33,0.0,0.0,84.0,0.0,98.0,0.0,195.0,1,12,2021,21,377.0,Break,MS2,,,
2021-12-22,12/22/2021 15:16:46,0.0,0.0,127.0,0.0,0.0,0.0,113.0,2,12,2021,22,240.0,Break,MS2,,,
2021-12-23,12/27/2021 14:31:31,0.0,0.0,60.0,0.0,0.0,0.0,90.0,3,12,2021,23,150.0,Break,MS2,,,
2021-12-24,12/27/2021 14:31:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,2021,24,0.0,Break,MS2,,,
2021-12-25,12/27/2021 14:32:09,0.0,0.0,90.0,0.0,0.0,0.0,60.0,5,12,2021,25,150.0,Break,MS2,,,
2021-12-26,12/27/2021 14:32:32,0.0,0.0,16.0,0.0,41.0,0.0,60.0,6,12,2021,26,117.0,Break,MS2,,,
2021-12-27,12/28/2021 21:35:43,0.0,0.0,101.0,0.0,0.0,0.0,68.0,0,12,2021,27,169.0,Break,MS2,,,
2021-12-28,12/28/2021 21:36:12,0.0,0.0,110.0,0.0,94.0,0.0,63.0,1,12,2021,28,267.0,Break,MS2,,,
2021-12-29,12/29/2021 21:56:33,0.0,0.0,90.0,0.0,60.0,26.0,158.0,2,12,2021,29,334.0,Break,MS2,,,
2021-12-30,12/30/2021 21:18:16,0.0,0.0,20.0,0.0,174.0,0.0,104.0,3,12,2021,30,298.0,Break,MS2,,,
2021-12-31,1/2/2022 17:05:46,0.0,0.0,110.0,0.0,30.0,0.0,18.0,4,12,2021,31,158.0,Break,MS2,,,
2022-01-01,1/2/2022 17:05:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2022,1,0.0,Spring,MS2,Break,,
2022-01-02,1/2/2022 17:06:57,0.0,0.0,0.0,0.0,30.0,0.0,0.0,6,1,2022,2,30.0,Spring,MS2,Break,,
2022-01-03,1/4/2022 8:16:22,0.0,0.0,102.0,0.0,140.0,0.0,224.0,0,1,2022,3,466.0,Spring,MS2,Break,,
2022-01-04,1/4/2022 21:53:05,94.0,0.0,115.0,15.0,111.0,0.0,241.0,1,1,2022,4,576.0,Spring,MS2,HHD4,,
2022-01-05,1/5/2022 21:42:53,75.0,0.0,123.0,0.0,91.0,119.0,190.0,2,1,2022,5,598.0,Spring,MS2,HHD4,,
2022-01-06,1/6/2022 22:02:43,95.0,0.0,131.0,0.0,93.0,0.0,303.0,3,1,2022,6,622.0,Spring,MS2,HHD4,,
2022-01-07,1/8/2022 12:34:53,51.0,0.0,122.0,0.0,60.0,80.0,214.0,4,1,2022,7,527.0,Spring,MS2,HHD4,,
2022-01-09,1/9/2022 20:30:35,0.0,0.0,21.0,0.0,209.0,0.0,178.0,6,1,2022,9,408.0,Spring,MS2,HHD4,,
2022-01-10,1/10/2022 22:15:32,36.0,0.0,123.0,0.0,261.0,37.0,271.0,0,1,2022,10,728.0,Spring,MS2,HHD4,,
2022-01-11,1/11/2022 21:53:44,75.0,0.0,125.0,0.0,91.0,68.0,276.0,1,1,2022,11,635.0,Spring,MS2,HHD4,,
2022-01-12,1/12/2022 22:01:13,137.0,0.0,116.0,0.0,147.0,0.0,247.0,2,1,2022,12,647.0,Spring,MS2,HHD4,,
2022-01-13,1/13/2022 22:14:47,94.0,0.0,128.0,0.0,36.0,49.0,401.0,3,1,2022,13,708.0,Spring,MS2,HHD4,,
2022-01-14,1/14/2022 20:26:12,30.0,0.0,141.0,0.0,120.0,90.0,207.0,4,1,2022,14,588.0,Spring,MS2,HHD4,,
2022-01-15,1/16/2022 21:23:03,63.0,0.0,49.0,0.0,0.0,0.0,127.0,5,1,2022,15,239.0,Spring,MS2,HHD4,,
2022-01-16,1/16/2022 21:23:26,0.0,0.0,30.0,0.0,62.0,0.0,137.0,6,1,2022,16,229.0,Spring,MS2,HHD4,,
2022-01-17,1/17/2022 21:46:16,0.0,0.0,137.0,0.0,209.0,0.0,341.0,0,1,2022,17,687.0,Spring,MS2,HHD4,,
2022-01-18,1/18/2022 23:30:13,90.0,0.0,139.0,0.0,266.0,0.0,197.0,1,1,2022,18,692.0,Spring,MS2,HHD4,,
2022-01-19,1/19/2022 22:22:48,360.0,0.0,140.0,0.0,45.0,0.0,190.0,2,1,2022,19,735.0,Spring,MS2,HHD4,,
2022-01-20,1/20/2022 21:57:02,143.0,50.0,144.0,0.0,130.0,0.0,181.0,3,1,2022,20,648.0,Spring,MS2,HHD4,,
2022-01-21,1/22/2022 16:26:55,46.0,0.0,122.0,0.0,0.0,70.0,204.0,4,1,2022,21,442.0,Spring,MS2,HHD4,,
2022-01-22,1/22/2022 16:27:19,0.0,0.0,30.0,0.0,114.0,0.0,133.0,5,1,2022,22,277.0,Spring,MS2,HHD4,,
2022-01-23,1/23/2022 19:10:20,0.0,0.0,27.0,0.0,80.0,0.0,118.0,6,1,2022,23,225.0,Spring,MS2,HHD4,,
2022-01-24,1/24/2022 22:51:12,43.0,0.0,105.0,0.0,180.0,107.0,312.0,0,1,2022,24,747.0,Spring,MS2,HHD4,,
2022-01-25,1/25/2022 22:53:46,153.0,0.0,120.0,0.0,95.0,114.0,265.0,1,1,2022,25,747.0,Spring,MS2,HHD4,,
2022-01-26,1/26/2022 21:59:04,266.0,0.0,135.0,0.0,15.0,0.0,260.0,2,1,2022,26,676.0,Spring,MS2,HHD4,,
2022-01-27,1/27/2022 22:04:06,77.0,0.0,143.0,0.0,185.0,0.0,237.0,3,1,2022,27,642.0,Spring,MS2,HHD4,,
2022-01-28,1/28/2022 17:34:48,0.0,0.0,122.0,0.0,0.0,130.0,258.0,4,1,2022,28,510.0,Spring,MS2,HHD4,,
2022-01-29,1/29/2022 16:50:27,65.0,0.0,45.0,0.0,25.0,0.0,186.0,5,1,2022,29,321.0,Spring,MS2,HHD4,,
2022-01-30,1/30/2022 19:41:08,0.0,0.0,34.0,0.0,88.0,0.0,153.0,6,1,2022,30,275.0,Spring,MS2,HHD4,,
2022-01-31,1/31/2022 22:21:39,260.0,0.0,123.0,0.0,63.0,30.0,227.0,0,1,2022,31,703.0,Spring,MS2,HHD4,,
2022-02-01,2/1/2022 22:00:36,113.0,35.0,148.0,15.0,110.0,0.0,282.0,1,2,2022,1,703.0,Spring,MS2,HHD4,,
2022-02-02,2/2/2022 22:08:38,375.0,0.0,156.0,0.0,0.0,0.0,193.0,2,2,2022,2,724.0,Spring,MS2,HHD4,,
2022-02-03,2/3/2022 21:08:58,80.0,0.0,30.0,0.0,0.0,440.0,100.0,3,2,2022,3,650.0,Spring,MS2,HHD4,,
2022-02-04,2/4/2022 21:48:35,50.0,0.0,130.0,0.0,65.0,77.0,275.0,4,2,2022,4,597.0,Spring,MS2,HHD4,,
2022-02-05,2/6/2022 19:46:45,0.0,0.0,0.0,0.0,60.0,0.0,0.0,5,2,2022,5,60.0,Spring,MS2,HHD4,,
2022-02-06,2/6/2022 19:47:05,0.0,0.0,0.0,0.0,60.0,0.0,42.0,6,2,2022,6,102.0,Spring,MS2,HHD4,,
2022-02-07,2/7/2022 22:35:57,38.0,0.0,120.0,0.0,301.0,75.0,269.0,0,2,2022,7,803.0,Spring,MS2,HHD4,,
2022-02-08,2/8/2022 22:05:32,169.0,0.0,140.0,0.0,140.0,20.0,164.0,1,2,2022,8,633.0,Spring,MS2,HHD4,,
2022-02-09,2/9/2022 22:30:17,240.0,0.0,131.0,0.0,133.0,0.0,159.0,2,2,2022,9,663.0,Spring,MS2,HHD4,,
2022-02-10,2/10/2022 21:52:24,90.0,0.0,33.0,0.0,157.0,0.0,330.0,3,2,2022,10,610.0,Spring,MS2,HHD4,,
2022-02-11,2/12/2022 9:22:48,25.0,0.0,113.0,0.0,45.0,70.0,133.0,4,2,2022,11,386.0,Spring,MS2,HHD4,,
2022-02-12,2/12/2022 16:21:38,95.0,0.0,20.0,0.0,80.0,0.0,120.0,5,2,2022,12,315.0,Spring,MS2,HHD4,,
2022-02-13,2/13/2022 16:27:04,0.0,0.0,12.0,0.0,185.0,0.0,65.0,6,2,2022,13,262.0,Spring,MS2,HHD4,,
2022-02-14,2/14/2022 22:19:58,50.0,0.0,111.0,0.0,334.0,0.0,171.0,0,2,2022,14,666.0,Spring,MS2,HHD4,,
2022-02-15,2/15/2022 22:02:56,135.0,60.0,98.0,0.0,226.0,0.0,157.0,1,2,2022,15,676.0,Spring,MS2,HHD4,,
2022-02-16,2/16/2022 22:13:47,330.0,0.0,118.0,0.0,100.0,0.0,168.0,2,2,2022,16,716.0,Spring,MS2,HHD4,,
2022-02-17,2/17/2022 21:49:46,95.0,30.0,116.0,0.0,181.0,0.0,154.0,3,2,2022,17,576.0,Spring,MS2,HHD4,,
2022-02-18,2/18/2022 21:52:16,23.0,0.0,94.0,0.0,60.0,220.0,109.0,4,2,2022,18,506.0,Spring,MS2,HHD4,,
2022-02-19,2/19/2022 16:51:49,0.0,0.0,20.0,0.0,130.0,0.0,130.0,5,2,2022,19,280.0,Spring,MS2,HHD4,,
2022-02-20,2/20/2022 20:05:56,0.0,0.0,17.0,0.0,144.0,0.0,195.0,6,2,2022,20,356.0,Spring,MS2,HHD4,,
2022-02-21,2/21/2022 22:32:53,0.0,0.0,113.0,40.0,227.0,88.0,229.0,0,2,2022,21,697.0,Spring,MS2,HHD4,,
2022-02-22,2/22/2022 22:05:03,0.0,0.0,100.0,86.0,90.0,0.0,385.0,1,2,2022,22,661.0,Spring,MS2,HHD4,,
2022-02-23,2/23/2022 21:49:39,30.0,0.0,127.0,0.0,144.0,0.0,292.0,2,2,2022,23,593.0,Spring,MS2,HHD4,,
2022-02-24,2/25/2022 7:58:39,110.0,0.0,107.0,0.0,20.0,0.0,198.0,3,2,2022,24,435.0,Spring,MS2,HHD4,,
2022-02-25,2/25/2022 10:20:55,70.0,0.0,0.0,0.0,15.0,60.0,0.0,4,2,2022,25,145.0,Spring,MS2,Break,,
2022-02-26,2/26/2022 9:33:10,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5,2,2022,26,30.0,Spring,MS2,Break,,
2022-02-27,2/28/2022 10:22:20,0.0,0.0,0.0,0.0,0.0,0.0,120.0,6,2,2022,27,120.0,Spring,MS2,Break,,
2022-02-28,2/28/2022 10:22:29,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0,2,2022,28,108.0,Spring,MS2,Break,,
2022-03-01,3/4/2022 14:57:08,0.0,0.0,0.0,0.0,30.0,0.0,110.0,1,3,2022,1,140.0,Break,MS2,,,
2022-03-02,3/4/2022 14:57:29,0.0,0.0,38.0,0.0,0.0,0.0,30.0,2,3,2022,2,68.0,Break,MS2,,,
2022-03-03,3/4/2022 14:58:04,0.0,0.0,12.0,0.0,60.0,0.0,250.0,3,3,2022,3,322.0,Break,MS2,,,
2022-03-04,3/4/2022 18:05:36,0.0,0.0,0.0,0.0,48.0,0.0,322.0,4,3,2022,4,370.0,Break,MS2,,,
2022-03-05,3/6/2022 22:12:44,0.0,0.0,20.0,0.0,94.0,0.0,197.0,5,3,2022,5,311.0,Spring,MS2,Break,,
2022-03-06,3/6/2022 22:13:04,0.0,0.0,45.0,0.0,81.0,0.0,200.0,6,3,2022,6,326.0,Spring,MS2,Break,,
2022-03-07,3/7/2022 22:35:46,0.0,0.0,109.0,0.0,290.0,0.0,343.0,0,3,2022,7,742.0,Spring,MS2,HHD5,,
2022-03-08,3/8/2022 22:50:03,105.0,0.0,133.0,0.0,98.0,90.0,276.0,1,3,2022,8,702.0,Spring,MS2,HHD5,,
2022-03-09,3/9/2022 22:50:32,240.0,0.0,149.0,0.0,60.0,16.0,279.0,2,3,2022,9,744.0,Spring,MS2,HHD5,,
2022-03-10,3/10/2022 23:22:32,0.0,0.0,140.0,0.0,95.0,0.0,440.0,3,3,2022,10,675.0,Spring,MS2,HHD5,,
2022-03-11,3/11/2022 19:19:10,0.0,0.0,140.0,0.0,114.0,0.0,266.0,4,3,2022,11,520.0,Spring,MS2,HHD5,,
2022-03-12,3/12/2022 16:40:06,0.0,0.0,0.0,0.0,90.0,0.0,243.0,5,3,2022,12,333.0,Spring,MS2,HHD5,,
2022-03-13,3/13/2022 22:16:51,75.0,0.0,45.0,0.0,38.0,10.0,198.0,6,3,2022,13,366.0,Spring,MS2,HHD5,,
2022-03-14,3/14/2022 22:37:42,52.0,0.0,125.0,0.0,156.0,0.0,313.0,0,3,2022,14,646.0,Spring,MS2,HHD5,,
2022-03-15,3/15/2022 22:40:07,185.0,0.0,137.0,0.0,120.0,0.0,248.0,1,3,2022,15,690.0,Spring,MS2,HHD5,,
2022-03-16,3/16/2022 22:07:16,274.0,0.0,162.0,0.0,25.0,60.0,188.0,2,3,2022,16,709.0,Spring,MS2,HHD5,,
2022-03-17,3/17/2022 22:24:01,260.0,0.0,154.0,0.0,20.0,0.0,199.0,3,3,2022,17,633.0,Spring,MS2,HHD5,,
2022-03-18,3/19/2022 16:40:41,0.0,0.0,152.0,0.0,0.0,0.0,147.0,4,3,2022,18,299.0,Spring,MS2,HHD5,,
